Segment,Country,Product,Discount Band, Units Sold ,Manufacturing Price,Sale Price,Sales,COGS,Profit,Date,%Profit
Midmarket,Singapore,Nugget Fiesta,None, 962 ,"Rp 7,200","Rp 9,000","Rp 8,658,000","Rp 6,926,400","Rp 1,731,600",24 May 2025,20%
Midmarket,Thailand,Ultra Milk,None," 1,472 ","Rp 20,400","Rp 25,500","Rp 37,536,000","Rp 30,028,800","Rp 7,507,200",24 May 2025,20%
Midmarket,Myanmar,Biskuat,None," 1,578 ","Rp 5,600","Rp 7,000","Rp 11,046,000","Rp 8,836,800","Rp 2,209,200",24 May 2025,20%
Midmarket,Thailand,Indomie,None," 1,341 ","Rp 13,400","Rp 16,750","Rp 22,461,750","Rp 17,969,400","Rp 4,492,350",27 May 2025,20%
Midmarket,Cambodia,Teh Botol,None," 1,410 ","Rp 17,400","Rp 21,750","Rp 30,667,500","Rp 24,534,000","Rp 6,133,500",29 May 2025,20%
Midmarket,Indonesia,Nugget Fiesta,None," 1,854 ","Rp 6,300","Rp 7,875","Rp 14,600,250","Rp 11,680,200","Rp 2,920,050",30 May 2025,20%
Midmarket,Vietnam,Chitato,None, 420 ,"Rp 20,800","Rp 26,000","Rp 10,920,000","Rp 8,736,000","Rp 2,184,000",31 May 2025,20%
Midmarket,Singapore,Aqua,None," 2,777 ","Rp 2,700","Rp 3,375","Rp 9,372,375","Rp 7,497,900","Rp 1,874,475",1 Jun 2025,20%
Midmarket,Cambodia,Nugget Fiesta,None, 610 ,"Rp 4,700","Rp 5,875","Rp 3,583,750","Rp 2,867,000","Rp 716,750",5 Jun 2025,20%
Midmarket,Philippines,Indomie,None," 2,367 ","Rp 5,200","Rp 6,500","Rp 15,385,500","Rp 12,308,400","Rp 3,077,100",7 Jun 2025,20%
Midmarket,Singapore,Indomie,None," 2,049 ","Rp 9,100","Rp 11,375","Rp 23,307,375","Rp 18,645,900","Rp 4,661,475",9 Jun 2025,20%
Midmarket,Malaysia,Sari Roti,None, 790 ,"Rp 20,200","Rp 25,250","Rp 19,947,500","Rp 15,958,000","Rp 3,989,500",10 Jun 2025,20%
Midmarket,Indonesia,Tango,None," 1,857 ","Rp 20,088","Rp 25,000","Rp 46,425,000","Rp 37,303,416","Rp 9,121,584",12 Jun 2025,20%
Midmarket,Indonesia,Teh Botol,None, 269 ,"Rp 14,500","Rp 18,125","Rp 4,875,625","Rp 3,900,500","Rp 975,125",13 Jun 2025,20%
Midmarket,Cambodia,Tango,None," 2,302 ","Rp 13,600","Rp 17,000","Rp 39,134,000","Rp 31,307,200","Rp 7,826,800",13 Jun 2025,20%
Midmarket,Cambodia,Sari Roti,None, 516 ,"Rp 19,800","Rp 24,750","Rp 12,771,000","Rp 10,216,800","Rp 2,554,200",16 Jun 2025,20%
Midmarket,Thailand,Sari Roti,None, 534 ,"Rp 24,900","Rp 31,125","Rp 16,620,750","Rp 13,296,600","Rp 3,324,150",17 Jun 2025,20%
Midmarket,Indonesia,Ultra Milk,None," 2,990 ","Rp 9,900","Rp 12,375","Rp 37,001,250","Rp 29,601,000","Rp 7,400,250",21 Jun 2025,20%
Midmarket,Brunei,Chitato,None," 1,138 ","Rp 14,000","Rp 17,500","Rp 19,915,000","Rp 15,932,000","Rp 3,983,000",22 Jun 2025,20%
Midmarket,Indonesia,Chitato,None," 1,376 ","Rp 23,100","Rp 28,875","Rp 39,732,000","Rp 31,785,600","Rp 7,946,400",23 Jun 2025,20%
Midmarket,Brunei,Tango,None," 1,970 ","Rp 3,400","Rp 4,250","Rp 8,372,500","Rp 6,698,000","Rp 1,674,500",24 Jun 2025,20%
Midmarket,Myanmar,Chitato,None," 2,043 ","Rp 18,900","Rp 23,625","Rp 48,265,875","Rp 38,612,700","Rp 9,653,175",26 Jun 2025,20%
Midmarket,Malaysia,Sari Roti,None," 2,210 ","Rp 2,300","Rp 2,875","Rp 6,353,750","Rp 5,083,000","Rp 1,270,750",26 Jun 2025,20%
Midmarket,Thailand,Gula Gulaku,None," 2,664 ","Rp 23,500","Rp 29,375","Rp 78,255,000","Rp 62,604,000","Rp 15,651,000",26 Jun 2025,20%
Midmarket,Indonesia,Aqua,None," 2,540 ","Rp 3,000","Rp 3,750","Rp 9,525,000","Rp 7,620,000","Rp 1,905,000",27 Jun 2025,20%
Midmarket,Laos,Chitato,None," 1,847 ","Rp 5,600","Rp 7,000","Rp 12,929,000","Rp 10,343,200","Rp 2,585,800",27 Jun 2025,20%
Midmarket,Myanmar,Indomie,None," 2,722 ","Rp 24,000","Rp 30,000","Rp 81,660,000","Rp 65,328,000","Rp 16,332,000",28 Jun 2025,20%
Midmarket,Brunei,Biskuat,None," 2,991 ","Rp 21,800","Rp 27,250","Rp 81,504,750","Rp 65,203,800","Rp 16,300,950",29 Jun 2025,20%
Midmarket,Brunei,Aqua,None," 2,526 ","Rp 22,800","Rp 28,500","Rp 71,991,000","Rp 57,592,800","Rp 14,398,200",30 Jun 2025,20%
Midmarket,Philippines,Sari Roti,None," 2,612 ","Rp 17,400","Rp 21,750","Rp 56,811,000","Rp 45,448,800","Rp 11,362,200",2 Jul 2025,20%
Midmarket,Cambodia,Chitato,None, 360 ,"Rp 7,900","Rp 9,875","Rp 3,555,000","Rp 2,844,000","Rp 711,000",3 Jul 2025,20%
Midmarket,Thailand,Sari Roti,None, 597 ,"Rp 13,300","Rp 16,625","Rp 9,925,125","Rp 7,940,100","Rp 1,985,025",3 Jul 2025,20%
Midmarket,Laos,Ultra Milk,None, 224 ,"Rp 22,800","Rp 28,500","Rp 6,384,000","Rp 5,107,200","Rp 1,276,800",3 Jul 2025,20%
Midmarket,Philippines,Tango,None, 396 ,"Rp 21,500","Rp 26,875","Rp 10,642,500","Rp 8,514,000","Rp 2,128,500",6 Jul 2025,20%
Midmarket,Thailand,Gula Gulaku,None," 1,514 ","Rp 13,200","Rp 16,500","Rp 24,981,000","Rp 19,984,800","Rp 4,996,200",8 Jul 2025,20%
Midmarket,Philippines,Ultra Milk,None," 2,468 ","Rp 10,700","Rp 13,375","Rp 33,009,500","Rp 26,407,600","Rp 6,601,900",11 Jul 2025,20%
Midmarket,Cambodia,Chitato,None," 2,269 ","Rp 2,000","Rp 2,500","Rp 5,672,500","Rp 4,538,000","Rp 1,134,500",14 Jul 2025,20%
Midmarket,Indonesia,Biskuat,None," 1,571 ","Rp 12,400","Rp 15,500","Rp 24,350,500","Rp 19,480,400","Rp 4,870,100",15 Jul 2025,20%
Midmarket,Brunei,Aqua,None," 1,344 ","Rp 17,700","Rp 22,125","Rp 29,736,000","Rp 23,788,800","Rp 5,947,200",15 Jul 2025,20%
Midmarket,Myanmar,Biskuat,None, 659 ,"Rp 11,400","Rp 14,250","Rp 9,390,750","Rp 7,512,600","Rp 1,878,150",15 Jul 2025,20%
Midmarket,Myanmar,Ultra Milk,None," 2,648 ","Rp 22,300","Rp 27,875","Rp 73,813,000","Rp 59,050,400","Rp 14,762,600",15 Jul 2025,20%
Midmarket,Philippines,Nugget Fiesta,None," 2,740 ","Rp 9,200","Rp 11,500","Rp 31,510,000","Rp 25,208,000","Rp 6,302,000",16 Jul 2025,20%
Midmarket,Laos,Teh Botol,None, 423 ,"Rp 5,200","Rp 6,500","Rp 2,749,500","Rp 2,199,600","Rp 549,900",16 Jul 2025,20%
Midmarket,Malaysia,Gula Gulaku,None," 2,866 ","Rp 19,400","Rp 24,250","Rp 69,500,500","Rp 55,600,400","Rp 13,900,100",16 Jul 2025,20%
Midmarket,Indonesia,Gula Gulaku,None," 2,522 ","Rp 11,300","Rp 14,125","Rp 35,623,250","Rp 28,498,600","Rp 7,124,650",18 Jul 2025,20%
Midmarket,Myanmar,Teh Botol,None," 2,635 ","Rp 24,500","Rp 30,625","Rp 80,696,875","Rp 64,557,500","Rp 16,139,375",18 Jul 2025,20%
Midmarket,Malaysia,Aqua,None," 1,707 ","Rp 10,500","Rp 13,125","Rp 22,404,375","Rp 17,923,500","Rp 4,480,875",21 Jul 2025,20%
Midmarket,Malaysia,Tango,None, 428 ,"Rp 7,600","Rp 9,500","Rp 4,066,000","Rp 3,252,800","Rp 813,200",22 Jul 2025,20%
Midmarket,Philippines,Chitato,None," 1,056 ","Rp 20,100","Rp 25,125","Rp 26,532,000","Rp 21,225,600","Rp 5,306,400",22 Jul 2025,20%
Midmarket,Singapore,Chitato,None," 2,991 ","Rp 6,600","Rp 8,250","Rp 24,675,750","Rp 19,740,600","Rp 4,935,150",23 Jul 2025,20%
Midmarket,Vietnam,Tango,None," 2,441 ","Rp 12,200","Rp 15,250","Rp 37,225,250","Rp 29,780,200","Rp 7,445,050",24 Jul 2025,20%
Midmarket,Cambodia,Sari Roti,None," 1,825 ","Rp 8,300","Rp 10,375","Rp 18,934,375","Rp 15,147,500","Rp 3,786,875",24 Jul 2025,20%
Midmarket,Vietnam,Gula Gulaku,None," 1,535 ","Rp 3,300","Rp 4,125","Rp 6,331,875","Rp 5,065,500","Rp 1,266,375",24 Jul 2025,20%
Midmarket,Philippines,Gula Gulaku,None, 383 ,"Rp 1,900","Rp 2,375","Rp 909,625","Rp 727,700","Rp 181,925",26 Jul 2025,20%
Midmarket,Myanmar,Ultra Milk,None," 1,702 ","Rp 17,800","Rp 22,250","Rp 37,869,500","Rp 30,295,600","Rp 7,573,900",28 Jul 2025,20%
Midmarket,Myanmar,Chitato,None, 915 ,"Rp 11,500","Rp 14,375","Rp 13,153,125","Rp 10,522,500","Rp 2,630,625",29 Jul 2025,20%
Midmarket,Cambodia,Biskuat,None, 888 ,"Rp 7,100","Rp 8,875","Rp 7,881,000","Rp 6,304,800","Rp 1,576,200",30 Jul 2025,20%
Midmarket,Malaysia,Sari Roti,None," 1,385 ","Rp 6,500","Rp 8,125","Rp 11,253,125","Rp 9,002,500","Rp 2,250,625",4 Aug 2025,20%
Midmarket,Laos,Ultra Milk,None, 936 ,"Rp 19,700","Rp 24,625","Rp 23,049,000","Rp 18,439,200","Rp 4,609,800",4 Aug 2025,20%
Midmarket,Singapore,Nugget Fiesta,None," 2,340 ","Rp 5,500","Rp 6,875","Rp 16,087,500","Rp 12,870,000","Rp 3,217,500",6 Aug 2025,20%
Midmarket,Thailand,Teh Botol,None, 717 ,"Rp 11,272","Rp 14,000","Rp 10,038,000","Rp 8,082,024","Rp 1,955,976",9 Aug 2025,19%
Midmarket,Thailand,Ultra Milk,None, 190 ,"Rp 22,900","Rp 28,625","Rp 5,438,750","Rp 4,351,000","Rp 1,087,750",10 Aug 2025,20%
Midmarket,Thailand,Biskuat,None," 1,733 ","Rp 15,600","Rp 19,500","Rp 33,793,500","Rp 27,034,800","Rp 6,758,700",10 Aug 2025,20%
Midmarket,Laos,Gula Gulaku,None, 534 ,"Rp 23,100","Rp 28,875","Rp 15,419,250","Rp 12,335,400","Rp 3,083,850",13 Aug 2025,20%
Midmarket,Laos,Tango,None, 712 ,"Rp 8,900","Rp 11,125","Rp 7,921,000","Rp 6,336,800","Rp 1,584,200",14 Aug 2025,20%
Midmarket,Vietnam,Sari Roti,None," 1,146 ","Rp 24,600","Rp 30,750","Rp 35,239,500","Rp 28,191,600","Rp 7,047,900",16 Aug 2025,20%
Midmarket,Cambodia,Aqua,None," 2,588 ","Rp 2,700","Rp 3,375","Rp 8,734,500","Rp 6,987,600","Rp 1,746,900",17 Aug 2025,20%
Midmarket,Philippines,Biskuat,None," 1,341 ","Rp 11,800","Rp 14,750","Rp 19,779,750","Rp 15,823,800","Rp 3,955,950",18 Aug 2025,20%
Midmarket,Philippines,Sari Roti,None, 674 ,"Rp 10,500","Rp 13,125","Rp 8,846,250","Rp 7,077,000","Rp 1,769,250",21 Aug 2025,20%
Midmarket,Cambodia,Chitato,None," 1,421 ","Rp 15,900","Rp 19,875","Rp 28,242,375","Rp 22,593,900","Rp 5,648,475",22 Aug 2025,20%
Midmarket,Thailand,Sari Roti,None, 796 ,"Rp 2,300","Rp 2,875","Rp 2,288,500","Rp 1,830,800","Rp 457,700",22 Aug 2025,20%
Midmarket,Cambodia,Teh Botol,None," 2,378 ","Rp 18,400","Rp 23,000","Rp 54,694,000","Rp 43,755,200","Rp 10,938,800",24 Aug 2025,20%
Midmarket,Brunei,Tango,None, 994 ,"Rp 3,900","Rp 4,875","Rp 4,845,750","Rp 3,876,600","Rp 969,150",24 Aug 2025,20%
Midmarket,Singapore,Tango,None," 2,230 ","Rp 15,800","Rp 19,750","Rp 44,042,500","Rp 35,234,000","Rp 8,808,500",27 Aug 2025,20%
Midmarket,Philippines,Aqua,None," 2,320 ","Rp 18,300","Rp 22,875","Rp 53,070,000","Rp 42,456,000","Rp 10,614,000",29 Aug 2025,20%
Midmarket,Thailand,Gula Gulaku,None," 1,994 ","Rp 5,700","Rp 7,125","Rp 14,207,250","Rp 11,365,800","Rp 2,841,450",31 Aug 2025,20%
Midmarket,Malaysia,Gula Gulaku,None," 2,486 ","Rp 22,600","Rp 28,250","Rp 70,229,500","Rp 56,183,600","Rp 14,045,900",31 Aug 2025,20%
Midmarket,Thailand,Nugget Fiesta,None," 1,113 ","Rp 15,800","Rp 19,750","Rp 21,981,750","Rp 17,585,400","Rp 4,396,350",2 Sep 2025,20%
Midmarket,Laos,Chitato,None," 2,237 ","Rp 18,800","Rp 23,500","Rp 52,569,500","Rp 42,055,600","Rp 10,513,900",2 Sep 2025,20%
Midmarket,Malaysia,Biskuat,None, 805 ,"Rp 24,900","Rp 31,125","Rp 25,055,625","Rp 20,044,500","Rp 5,011,125",2 Sep 2025,20%
Midmarket,Vietnam,Gula Gulaku,None," 1,109 ","Rp 15,400","Rp 19,250","Rp 21,348,250","Rp 17,078,600","Rp 4,269,650",4 Sep 2025,20%
Midmarket,Indonesia,Tango,None, 546 ,"Rp 16,800","Rp 21,000","Rp 11,466,000","Rp 9,172,800","Rp 2,293,200",6 Sep 2025,20%
Midmarket,Indonesia,Nugget Fiesta,None, 970 ,"Rp 16,778","Rp 20,875","Rp 20,248,750","Rp 16,274,660","Rp 3,974,090",7 Sep 2025,20%
Midmarket,Brunei,Aqua,None," 2,325 ","Rp 13,900","Rp 17,375","Rp 40,396,875","Rp 32,317,500","Rp 8,079,375",9 Sep 2025,20%
Midmarket,Cambodia,Chitato,None," 2,466 ","Rp 9,400","Rp 11,750","Rp 28,975,500","Rp 23,180,400","Rp 5,795,100",10 Sep 2025,20%
Midmarket,Brunei,Ultra Milk,None, 421 ,"Rp 9,600","Rp 12,000","Rp 5,052,000","Rp 4,041,600","Rp 1,010,400",12 Sep 2025,20%
Midmarket,Vietnam,Ultra Milk,None, 553 ,"Rp 21,100","Rp 26,375","Rp 14,585,375","Rp 11,668,300","Rp 2,917,075",14 Sep 2025,20%
Midmarket,Vietnam,Tango,None, 240 ,"Rp 15,400","Rp 19,250","Rp 4,620,000","Rp 3,696,000","Rp 924,000",15 Sep 2025,20%
Midmarket,Philippines,Chitato,None," 2,749 ","Rp 4,500","Rp 5,625","Rp 15,463,125","Rp 12,370,500","Rp 3,092,625",17 Sep 2025,20%
Midmarket,Malaysia,Teh Botol,None," 2,963 ","Rp 7,400","Rp 9,250","Rp 27,407,750","Rp 21,926,200","Rp 5,481,550",18 Sep 2025,20%
Midmarket,Malaysia,Biskuat,None," 2,587 ","Rp 17,900","Rp 22,375","Rp 57,884,125","Rp 46,307,300","Rp 11,576,825",18 Sep 2025,20%
Midmarket,Cambodia,Tango,None," 1,103 ","Rp 1,900","Rp 2,375","Rp 2,619,625","Rp 2,095,700","Rp 523,925",19 Sep 2025,20%
Midmarket,Vietnam,Tango,None, 231 ,"Rp 17,300","Rp 21,625","Rp 4,995,375","Rp 3,996,300","Rp 999,075",19 Sep 2025,20%
Midmarket,Brunei,Chitato,None," 2,801 ","Rp 21,700","Rp 27,125","Rp 75,977,125","Rp 60,781,700","Rp 15,195,425",19 Sep 2025,20%
Midmarket,Malaysia,Tango,None," 2,253 ","Rp 14,400","Rp 18,000","Rp 40,554,000","Rp 32,443,200","Rp 8,110,800",21 Sep 2025,20%
Midmarket,Myanmar,Gula Gulaku,None," 2,309 ","Rp 17,900","Rp 22,375","Rp 51,663,875","Rp 41,331,100","Rp 10,332,775",22 Sep 2025,20%
Midmarket,Myanmar,Tango,None," 1,984 ","Rp 8,300","Rp 10,375","Rp 20,584,000","Rp 16,467,200","Rp 4,116,800",26 Sep 2025,20%
Midmarket,Philippines,Indomie,None," 1,159 ","Rp 10,600","Rp 13,250","Rp 15,356,750","Rp 12,285,400","Rp 3,071,350",27 Sep 2025,20%
Midmarket,Thailand,Biskuat,None," 2,276 ","Rp 12,800","Rp 16,000","Rp 36,416,000","Rp 29,132,800","Rp 7,283,200",27 Sep 2025,20%
Midmarket,Brunei,Gula Gulaku,None, 526 ,"Rp 17,300","Rp 21,625","Rp 11,374,750","Rp 9,099,800","Rp 2,274,950",28 Sep 2025,20%
Midmarket,Philippines,Chitato,None," 1,001 ","Rp 15,200","Rp 19,000","Rp 19,019,000","Rp 15,215,200","Rp 3,803,800",28 Sep 2025,20%
Midmarket,Brunei,Teh Botol,None, 503 ,"Rp 3,100","Rp 3,875","Rp 1,949,125","Rp 1,559,300","Rp 389,825",1 Oct 2025,20%
Midmarket,Cambodia,Gula Gulaku,None, 708 ,"Rp 13,400","Rp 16,750","Rp 11,859,000","Rp 9,487,200","Rp 2,371,800",1 Oct 2025,20%
Midmarket,Thailand,Biskuat,None," 2,819 ","Rp 13,600","Rp 17,000","Rp 47,923,000","Rp 38,338,400","Rp 9,584,600",1 Oct 2025,20%
Midmarket,Singapore,Tango,None," 1,038 ","Rp 19,000","Rp 23,750","Rp 24,652,500","Rp 19,722,000","Rp 4,930,500",4 Oct 2025,20%
Midmarket,Cambodia,Biskuat,None, 274 ,"Rp 6,500","Rp 8,125","Rp 2,226,250","Rp 1,781,000","Rp 445,250",5 Oct 2025,20%
Midmarket,Brunei,Biskuat,None, 799 ,"Rp 23,300","Rp 29,125","Rp 23,270,875","Rp 18,616,700","Rp 4,654,175",8 Oct 2025,20%
Midmarket,Singapore,Tango,None," 1,996 ","Rp 8,900","Rp 11,125","Rp 22,205,500","Rp 17,764,400","Rp 4,441,100",9 Oct 2025,20%
Midmarket,Cambodia,Teh Botol,None, 933 ,"Rp 19,200","Rp 24,000","Rp 22,392,000","Rp 17,913,600","Rp 4,478,400",10 Oct 2025,20%
Midmarket,Laos,Nugget Fiesta,None," 2,800 ","Rp 10,800","Rp 13,500","Rp 37,800,000","Rp 30,240,000","Rp 7,560,000",11 Oct 2025,20%
Midmarket,Cambodia,Nugget Fiesta,None," 2,088 ","Rp 3,200","Rp 4,000","Rp 8,352,000","Rp 6,681,600","Rp 1,670,400",12 Oct 2025,20%
Midmarket,Indonesia,Indomie,None, 329 ,"Rp 11,200","Rp 14,000","Rp 4,606,000","Rp 3,684,800","Rp 921,200",12 Oct 2025,20%
Midmarket,Indonesia,Sari Roti,None, 179 ,"Rp 13,400","Rp 16,750","Rp 2,998,250","Rp 2,398,600","Rp 599,650",13 Oct 2025,20%
Midmarket,Vietnam,Teh Botol,None, 738 ,"Rp 3,500","Rp 4,375","Rp 3,228,750","Rp 2,583,000","Rp 645,750",16 Oct 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 2,666 ","Rp 8,300","Rp 10,375","Rp 27,659,750","Rp 22,127,800","Rp 5,531,950",18 Oct 2025,20%
Midmarket,Malaysia,Sari Roti,None," 1,944 ","Rp 19,800","Rp 24,750","Rp 48,114,000","Rp 38,491,200","Rp 9,622,800",19 Oct 2025,20%
Midmarket,Vietnam,Indomie,None," 2,194 ","Rp 2,900","Rp 3,625","Rp 7,953,250","Rp 6,362,600","Rp 1,590,650",21 Oct 2025,20%
Midmarket,Vietnam,Chitato,None," 1,657 ","Rp 4,800","Rp 6,000","Rp 9,942,000","Rp 7,953,600","Rp 1,988,400",21 Oct 2025,20%
Midmarket,Myanmar,Gula Gulaku,None, 925 ,"Rp 15,300","Rp 19,125","Rp 17,690,625","Rp 14,152,500","Rp 3,538,125",24 Oct 2025,20%
Midmarket,Vietnam,Tango,None," 1,644 ","Rp 5,100","Rp 6,375","Rp 10,480,500","Rp 8,384,400","Rp 2,096,100",25 Oct 2025,20%
Midmarket,Singapore,Biskuat,None," 1,057 ","Rp 8,900","Rp 11,125","Rp 11,759,125","Rp 9,407,300","Rp 2,351,825",26 Oct 2025,20%
Midmarket,Philippines,Tango,None," 2,716 ","Rp 14,800","Rp 18,500","Rp 50,246,000","Rp 40,196,800","Rp 10,049,200",26 Oct 2025,20%
Midmarket,Vietnam,Tango,None," 1,869 ","Rp 10,100","Rp 12,625","Rp 23,596,125","Rp 18,876,900","Rp 4,719,225",29 Oct 2025,20%
Midmarket,Singapore,Chitato,None," 1,957 ","Rp 22,900","Rp 28,625","Rp 56,019,125","Rp 44,815,300","Rp 11,203,825",31 Oct 2025,20%
Midmarket,Malaysia,Teh Botol,None," 1,569 ","Rp 20,400","Rp 25,500","Rp 40,009,500","Rp 32,007,600","Rp 8,001,900",31 Oct 2025,20%
Midmarket,Philippines,Biskuat,None, 184 ,"Rp 7,000","Rp 8,750","Rp 1,610,000","Rp 1,288,000","Rp 322,000",2 Nov 2025,20%
Midmarket,Malaysia,Gula Gulaku,None," 2,835 ","Rp 14,500","Rp 18,125","Rp 51,384,375","Rp 41,107,500","Rp 10,276,875",6 Nov 2025,20%
Midmarket,Philippines,Biskuat,None," 2,612 ","Rp 14,400","Rp 18,000","Rp 47,016,000","Rp 37,612,800","Rp 9,403,200",7 Nov 2025,20%
Midmarket,Myanmar,Aqua,None, 795 ,"Rp 12,300","Rp 15,375","Rp 12,223,125","Rp 9,778,500","Rp 2,444,625",8 Nov 2025,20%
Midmarket,Malaysia,Aqua,None," 2,417 ","Rp 2,600","Rp 3,250","Rp 7,855,250","Rp 6,284,200","Rp 1,571,050",9 Nov 2025,20%
Midmarket,Thailand,Teh Botol,None, 600 ,"Rp 5,500","Rp 6,875","Rp 4,125,000","Rp 3,300,000","Rp 825,000",11 Nov 2025,20%
Midmarket,Thailand,Aqua,None," 1,173 ","Rp 19,300","Rp 24,125","Rp 28,298,625","Rp 22,638,900","Rp 5,659,725",11 Nov 2025,20%
Midmarket,Philippines,Gula Gulaku,None," 2,087 ","Rp 17,800","Rp 22,250","Rp 46,435,750","Rp 37,148,600","Rp 9,287,150",12 Nov 2025,20%
Midmarket,Thailand,Ultra Milk,None," 1,195 ","Rp 23,800","Rp 29,750","Rp 35,551,250","Rp 28,441,000","Rp 7,110,250",13 Nov 2025,20%
Midmarket,Myanmar,Teh Botol,None," 2,432 ","Rp 13,300","Rp 16,625","Rp 40,432,000","Rp 32,345,600","Rp 8,086,400",16 Nov 2025,20%
Midmarket,Thailand,Ultra Milk,None," 1,603 ","Rp 10,100","Rp 12,625","Rp 20,237,875","Rp 16,190,300","Rp 4,047,575",17 Nov 2025,20%
Midmarket,Vietnam,Biskuat,None," 2,334 ","Rp 5,700","Rp 7,125","Rp 16,629,750","Rp 13,303,800","Rp 3,325,950",19 Nov 2025,20%
Midmarket,Indonesia,Indomie,None," 1,784 ","Rp 21,500","Rp 26,875","Rp 47,945,000","Rp 38,356,000","Rp 9,589,000",19 Nov 2025,20%
Midmarket,Singapore,Teh Botol,None," 1,520 ","Rp 23,200","Rp 29,000","Rp 44,080,000","Rp 35,264,000","Rp 8,816,000",20 Nov 2025,20%
Midmarket,Brunei,Ultra Milk,None, 499 ,"Rp 13,500","Rp 16,875","Rp 8,420,625","Rp 6,736,500","Rp 1,684,125",28 Nov 2025,20%
Midmarket,Brunei,Teh Botol,None, 327 ,"Rp 4,200","Rp 5,250","Rp 1,716,750","Rp 1,373,400","Rp 343,350",30 Nov 2025,20%
Midmarket,Vietnam,Ultra Milk,None," 2,609 ","Rp 19,000","Rp 23,750","Rp 61,963,750","Rp 49,571,000","Rp 12,392,750",7 Dec 2025,20%
Midmarket,Indonesia,Sari Roti,None," 2,983 ","Rp 22,700","Rp 28,375","Rp 84,642,625","Rp 67,714,100","Rp 16,928,525",10 Dec 2025,20%
Midmarket,Brunei,Indomie,None," 1,218 ","Rp 9,800","Rp 12,250","Rp 14,920,500","Rp 11,936,400","Rp 2,984,100",11 Dec 2025,20%
Midmarket,Laos,Indomie,None," 2,407 ","Rp 12,500","Rp 15,625","Rp 37,609,375","Rp 30,087,500","Rp 7,521,875",12 Dec 2025,20%
Midmarket,Brunei,Gula Gulaku,None, 269 ,"Rp 2,900","Rp 3,625","Rp 975,125","Rp 780,100","Rp 195,025",12 Dec 2025,20%
Midmarket,Malaysia,Teh Botol,None," 2,542 ","Rp 23,100","Rp 28,875","Rp 73,400,250","Rp 58,720,200","Rp 14,680,050",13 Dec 2025,20%
Midmarket,Singapore,Gula Gulaku,None, 697 ,"Rp 2,700","Rp 3,375","Rp 2,352,375","Rp 1,881,900","Rp 470,475",13 Dec 2025,20%
Midmarket,Malaysia,Teh Botol,None," 1,882 ","Rp 16,600","Rp 20,750","Rp 39,051,500","Rp 31,241,200","Rp 7,810,300",17 Dec 2025,20%
Midmarket,Cambodia,Chitato,None," 2,756 ","Rp 6,400","Rp 8,000","Rp 22,048,000","Rp 17,638,400","Rp 4,409,600",18 Dec 2025,20%
Midmarket,Vietnam,Nugget Fiesta,None," 2,307 ","Rp 17,500","Rp 21,875","Rp 50,465,625","Rp 40,372,500","Rp 10,093,125",19 Dec 2025,20%
Midmarket,Malaysia,Aqua,None," 2,430 ","Rp 17,200","Rp 21,500","Rp 52,245,000","Rp 41,796,000","Rp 10,449,000",20 Dec 2025,20%
Midmarket,Laos,Ultra Milk,None, 592 ,"Rp 18,900","Rp 23,625","Rp 13,986,000","Rp 11,188,800","Rp 2,797,200",20 Dec 2025,20%
Midmarket,Brunei,Nugget Fiesta,None, 309 ,"Rp 3,900","Rp 4,875","Rp 1,506,375","Rp 1,205,100","Rp 301,275",21 Dec 2025,20%
Midmarket,Cambodia,Aqua,None," 2,352 ","Rp 9,000","Rp 11,250","Rp 26,460,000","Rp 21,168,000","Rp 5,292,000",22 Dec 2025,20%
Midmarket,Thailand,Nugget Fiesta,None," 2,300 ","Rp 20,400","Rp 25,500","Rp 58,650,000","Rp 46,920,000","Rp 11,730,000",22 Dec 2025,20%
Midmarket,Laos,Biskuat,None," 2,792 ","Rp 20,100","Rp 25,125","Rp 70,149,000","Rp 56,119,200","Rp 14,029,800",23 Dec 2025,20%
Midmarket,Brunei,Aqua,None," 1,367 ","Rp 13,000","Rp 16,250","Rp 22,213,750","Rp 17,771,000","Rp 4,442,750",23 Dec 2025,20%
Midmarket,Vietnam,Biskuat,None, 723 ,"Rp 16,800","Rp 21,000","Rp 15,183,000","Rp 12,146,400","Rp 3,036,600",23 Dec 2025,20%
Midmarket,Thailand,Ultra Milk,None," 2,704 ","Rp 10,900","Rp 13,625","Rp 36,842,000","Rp 29,473,600","Rp 7,368,400",24 Dec 2025,20%
Midmarket,Laos,Indomie,None," 1,700 ","Rp 18,900","Rp 23,625","Rp 40,162,500","Rp 32,130,000","Rp 8,032,500",24 Dec 2025,20%
Midmarket,Cambodia,Biskuat,None, 816 ,"Rp 21,100","Rp 26,375","Rp 21,522,000","Rp 17,217,600","Rp 4,304,400",26 Dec 2025,20%
Midmarket,Philippines,Nugget Fiesta,None," 1,716 ","Rp 14,000","Rp 17,500","Rp 30,030,000","Rp 24,024,000","Rp 6,006,000",27 Dec 2025,20%
Midmarket,Vietnam,Biskuat,None," 2,735 ","Rp 13,500","Rp 16,875","Rp 46,153,125","Rp 36,922,500","Rp 9,230,625",28 Dec 2025,20%
Midmarket,Indonesia,Sari Roti,None," 2,952 ","Rp 24,600","Rp 30,750","Rp 90,774,000","Rp 72,619,200","Rp 18,154,800",28 Dec 2025,20%
